ced_id,total_m,total_f,total_p,age_20_34,age_35_54,age_55_74,age_75_over,indigenous_m,indigenous_f,indigenous_p,birth_aus,birth_oth,lang_eng,lang_oth,aus_citizen,median_age,median_mortgage_mtly,median_income_mtly,median_rent_mtly,avg_household,edu_highschool,edu_tertiary,edu_adv_diploma,edu_bachelors,edu_postgrad,job_science,job_infotech,job_engineering,job_architect_constr,job_agriculture,job_health,job_education,job_commerce,job_society_culture,job_creative_arts,job_food_hospitality,job_mixedfield,job_pos_manager,job_pos_professional,job_pos_technician,job_pos_community_service,job_pos_admin,job_pos_sales,job_pos_mach_operators,job_pos_labourer,jobs_pos_total,rel_buddhism,rel_christianity,rel_hinduism,rel_islam,rel_other,rel_secular_spiritual,rel_none,electoral,state,division_id,yes_votes,no_votes,total_votes
CED314,77671,83197,160864,30836,38487,34804,24089,3861,4219,8080,129901,22823,137383,15178,141642,38,1517,3289.0,1300.0,2.5,65064,30282,11308,17302,8027,1003,1103,8392,3097,1858,7546,5221,9562,6641,1256,3284,72,5953,14192,8348,7492,5972,2693,2144,3499,51004,1454,89711,2134,1453,3307,51854,10880,Groom,QLD,164,19492,59118,78610
CED315,81309,82738,164046,37209,42128,32339,15963,7650,8236,15885,128942,22857,137454,13748,142399,35,1517,3679.0,1300.0,2.5,68614,31864,10863,16391,6926,1614,943,9371,3103,910,7862,4680,9150,7564,1175,3390,90,5654,14214,8909,8721,5852,2496,2578,2861,52117,1278,77770,1025,898,1037,66891,15064,Herbert,QLD,165,20116,61166,81282
CED316,75739,80821,156565,21717,33864,47622,35102,3862,3996,7860,122891,23878,139368,7976,139058,49,1300,2496.0,1300.0,2.3,51063,33596,10260,11692,4455,535,544,5826,2514,1035,5873,3965,6301,5535,658,2731,39,3894,9177,6049,6836,3831,2168,1684,3195,37418,1345,76705,694,636,700,63963,12459,Hinkler,QLD,166,17871,73838,91709
CED317,87392,84011,171402,30229,41959,42223,23080,12773,12529,25308,132278,21401,138101,15147,145398,40,1430,3111.0,1083.0,2.5,56376,33631,9661,11346,4141,910,498,10399,3187,1947,5066,4881,7019,5054,716,2964,60,5961,9405,8998,6250,4721,2106,3100,4107,45563,1128,84238,527,459,2201,61633,21175,Kennedy,QLD,167,16700,67842,84542
CED318,87048,88573,175620,33247,48640,39576,17760,13836,14864,28703,121434,37978,125859,32482,144561,39,1600,3363.0,1343.0,2.5,73526,33095,13468,18822,8149,1574,830,8839,3627,1367,8223,5393,10225,7772,1640,4405,66,6893,15665,9116,8953,6029,3161,2289,3722,56806,2760,76536,1560,747,1646,71914,20272,Leichhardt,QLD,168,28628,52904,81532
CED319,78720,82842,161558,36313,45828,30034,20778,1975,2122,4091,116537,39042,129719,25196,138884,37,2000,4056.0,1690.0,2.4,87558,24889,14060,28319,12786,1907,2876,8609,3669,824,8427,4834,15508,8323,3128,3227,78,9141,22201,8058,6898,8162,3131,2065,3005,63613,2116,76604,4554,1328,2646,64794,9406,Lilley,QLD,169,37269,41152,78421
CED320,91490,95091,186589,34714,45521,43645,26882,4519,4574,9095,143288,33582,163809,11554,161917,39,1733,2986.0,1517.0,2.6,68205,41524,14446,13058,4724,831,1273,8845,4251,1211,5630,4353,9983,7570,1254,3761,96,5493,9544,9729,8470,6540,3266,3036,4610,51620,1523,81661,788,513,1153,86054,14786,Longman,QLD,302,22435,66946,89381
CED321,75547,75875,151422,24511,35208,40588,24686,5534,5789,11322,123521,13038,131789,5725,132339,43,1200,2873.0,1040.0,2.4,47952,28805,8725,10510,3277,561,380,7318,2360,3235,4574,4457,6523,4293,557,2688,54,6936,7538,6499,5027,4104,1900,2326,4189,39222,627,84954,394,272,615,47963,16544,Maranoa,QLD,170,12070,64578,76648
CED322,77965,85643,163608,30342,44882,35982,23704,1649,1691,3339,114885,40788,137166,18049,138629,40,2000,3458.0,2102.0,2.5,78827,29296,15270,22726,9607,1120,1206,6665,5253,909,8234,5250,13252,7502,2948,3987,46,8255,17680,8829,7653,6569,3988,1536,3079,58666,2220,73961,999,670,803,73387,11225,McPherson,QLD,171,28284,52096,80380
CED323,89128,93016,182143,42028,47369,41891,28583,1697,1760,3453,109951,58593,136093,32419,139387,40,1858,3328.0,1863.0,2.3,92799,30811,17575,26289,11246,1315,1614,6771,4748,854,8662,4366,15663,8217,3007,5241,98,8669,17087,9184,8737,6782,4944,2124,4502,63247,3359,78793,2577,1751,1678,76422,16935,Moncrieff,QLD,172,23891,52919,76810
CED324,83616,84858,168476,41807,46450,30157,17967,1264,1438,2701,96085,66005,100457,60842,132664,36,2000,3575.0,1712.0,2.7,99452,18681,12898,34487,19290,2967,3852,8392,2896,836,8611,4623,15742,8619,3471,2682,92,8343,25375,6864,6420,7346,3473,2535,3609,65082,6876,65090,5544,7943,3852,69287,9726,Moreton,QLD,173,35590,35315,70905
CED325,93316,93200,186519,40067,52126,31943,15087,3558,3217,6776,110455,67859,116176,57825,148530,34,1733,3410.0,1560.0,2.9,87867,27925,13946,22829,11211,2050,2751,9288,2649,769,7093,4478,13700,8043,1881,3230,110,6963,17096,7921,8044,7414,3046,3365,3722,58605,9239,79652,6570,6896,3499,65297,15204,Oxley,QLD,174,32085,46634,78719
CED326,89184,96101,185285,33144,50445,38717,26322,3106,3327,6434,127023,50444,149896,27197,156889,39,1800,3371.0,1647.0,2.6,82513,34532,15873,20892,9076,1328,2498,8982,3645,835,7875,4821,13278,8282,1891,3796,82,7311,16046,8927,8909,7824,3363,2866,3589,59847,1916,87153,5329,1444,3623,74293,11454,Petrie,QLD,175,28923,55920,84843
CED327,92452,94401,186856,38651,50569,33496,15164,3184,3309,6493,106163,69542,115039,59615,143172,34,1650,3077.0,1517.0,2.9,81025,29940,13092,18910,8795,1255,2514,8194,3073,633,5733,4117,12715,7312,1704,3078,111,5368,12939,8014,7616,7016,3263,3881,4036,53154,5184,77689,4187,12552,3943,68424,14800,Rankin,QLD,176,25129,44055,69184
CED328,80434,83367,163797,34909,45721,29139,18773,956,975,1931,110911,48391,130004,28920,140169,36,2200,4260.0,1820.0,2.6,103411,15909,12246,37817,24285,4008,3497,8578,3162,1068,8884,5037,15658,10128,3824,2028,72,11547,30820,5371,5750,7224,2957,1130,2095,67726,2870,70806,3888,2071,939,74821,8058,Ryan,QLD,177,42279,36442,78721
CED329,75366,76871,152236,19071,35984,48337,29070,3559,3349,6902,118401,23329,136092,5767,134479,49,1440,2600.0,1300.0,2.4,55269,32229,11722,13341,5264,705,481,6281,3121,1515,4681,3877,7030,5185,1243,3159,44,5395,8749,6776,5920,4185,2523,1840,3251,39378,1193,67241,313,194,743,68213,14200,Wide Bay,QLD,178,21402,63171,84573
CED330,90275,91387,181665,30563,49267,40576,19204,3482,3676,7153,139259,32377,159046,12069,158130,39,1850,3259.0,1538.0,2.9,69687,38317,13899,14760,6026,1052,1090,10325,4709,1766,6109,5017,10562,6896,1547,3515,82,7503,11545,10788,7286,6674,2977,3142,4395,55381,1519,83495,1057,1117,1264,78850,14234,Wright,QLD,316,18371,62884,81255
CED401,98241,99379,197621,54668,51563,38016,23333,1368,1377,2743,117228,72675,118480,70728,155313,36,1733,3510.0,1495.0,2.3,113460,22529,14465,40193,22399,3278,4010,9271,3353,974,11735,4996,18118,10621,3958,3659,70,10212,29180,8154,9041,8456,3748,2445,4215,76591,7933,73789,10327,9566,5051,79294,11486,Adelaide,SA,179,44215,43494,87709
CED402,86597,85087,171687,26843,41394,47399,29417,2614,2454,5065,140683,19336,149959,10033,152628,45,1170,2955.0,953.0,2.3,54007,34805,10108,11615,4000,1024,513,8347,2527,3604,5282,4359,7658,5985,867,3267,47,7631,8851,7769,6765,4591,2537,2248,4811,45923,1088,70460,486,1161,1375,81714,15342,Barker,SA,180,20600,74666,95266
CED403,84355,91268,175626,34268,44776,41688,30251,881,884,1768,125216,45251,138771,31529,153297,42,1800,3571.0,1430.0,2.3,94359,24425,14553,33263,17413,2739,2297,7765,3320,1115,10760,5612,14712,9541,2879,2725,44,9528,24877,7405,8306,7281,3093,1441,2676,65535,2612,71180,4931,3081,2032,83137,8495,Boothby,SA,182,44192,46464,90656
CED404,86860,84624,171485,27486,40167,48206,29219,6215,6433,12647,140896,17254,148871,9597,153034,45,1100,2786.0,867.0,2.3,50606,34387,9346,10559,3688,576,441,9156,2358,2691,5513,4519,6321,5482,646,2743,36,6595,8835,7727,6551,4051,1982,2790,3520,42832,868,70366,554,458,1092,81253,16844,Grey,SA,183,18887,73106,91993
CED405,84066,88465,172532,34521,44767,41495,27801,1653,1710,3365,121251,45196,126449,39957,151919,42,1733,3363.0,1365.0,2.3,82030,29338,13578,24032,10728,1878,2094,9183,3362,848,7609,4818,13329,8163,2273,3306,70,8115,17710,8605,7879,7465,3024,2269,3122,59112,3844,81617,3345,3533,3011,68381,8698,Hindmarsh,SA,185,36037,56352,92389
CED406,81370,84740,166105,30596,43271,40167,22704,1510,1602,3107,122856,37292,146082,14170,150520,40,1452,3133.0,1387.0,2.5,68634,36766,12885,16368,6610,1353,1527,8441,3598,1173,6951,4401,10129,8526,1724,3394,71,5879,12929,9676,9067,6875,2912,1997,3090,53258,1284,59842,1217,1302,1287,91734,9343,Kingston,SA,186,32601,57105,89706
CED407,86318,87443,173757,34493,45714,37923,24987,1520,1518,3041,116701,51897,126383,40772,151559,39,1500,3129.0,1387.0,2.6,74160,32357,13013,18851,8636,1618,2479,9740,2977,968,6826,4374,11549,7409,1568,3140,65,6046,13887,9229,8678,7101,2843,2694,3439,54847,4110,69551,5960,8334,4749,71801,9207,Makin,SA,187,28258,58969,87227
CED408,85054,88675,173735,23899,42835,49578,31018,1114,1099,2209,135752,29769,158912,7369,159130,46,1595,3150.0,1365.0,2.5,75071,33452,14775,22056,10585,2081,1090,8120,3609,2657,8056,5269,10077,8114,2231,3064,36,9146,16530,8841,7351,6148,2799,1720,3227,56544,1259,64114,373,285,828,94935,11808,Mayo,SA,188,40290,59311,99601
CED409,93202,95019,188227,40742,46772,36995,20278,3301,3379,6687,132059,45892,142501,35418,163268,35,1300,2752.0,1192.0,2.6,61049,36185,10352,10372,3741,825,1313,8005,2285,999,5228,3142,8562,7677,1033,3097,76,4085,7825,7909,8691,5521,2650,3003,4030,44580,5772,66420,3331,7989,2304,89390,12970,Spence,SA,325,25750,65122,90872
CED410,90636,96716,187354,36098,49017,41152,33472,754,789,1536,118454,63408,124276,57405,156096,41,1828,3579.0,1473.0,2.4,104019,21323,14455,37862,21901,2881,3362,8601,3234,925,10771,5543,17367,9454,3081,2830,54,10222,27977,7106,7389,8241,3394,1848,3098,70193,4983,84683,7564,4556,4293,72071,8922,Sturt,SA,190,38767,49774,88541
CED501,90571,90975,181547,37310,49657,33307,17537,3033,2585,5620,114433,57225,149187,20865,150175,35,1733,3432.0,1430.0,2.7,68495,39444,13311,14013,5310,1311,1564,13109,3312,989,6123,4921,9517,6883,1451,3910,81,5560,11134,12680,9001,6058,2888,3861,3815,55868,1870,70508,2128,1609,2075,88787,14504,Brand,WA,235,26202,58362,84564
CED502,90718,91615,182330,38438,51217,31752,16331,2657,2815,5472,99993,72732,116105,55709,145358,35,1725,3237.0,1343.0,2.7,75142,31810,12921,18715,7975,1728,2403,11917,2654,841,6121,4030,11125,6490,1575,3762,89,4885,12531,10694,8264,6543,2974,4335,4198,55366,5313,70882,7966,14499,4882,65840,12884,Burt,WA,317,25872,51079,76951
CED503,78193,81752,159946,25686,39231,40330,26501,2166,2214,4385,109788,41184,138997,11547,138477,42,1800,3007.0,1365.0,2.5,56386,35042,11809,11720,4421,1026,820,10682,2967,1178,4910,4426,7293,5146,1014,3078,69,5064,8856,10287,6364,4717,2342,3380,2869,44654,1423,67669,1043,870,1326,75499,12053,Canning,WA,236,19557,64147,83704
CED504,89247,90932,180177,38418,47646,38632,22209,1802,2066,3868,99194,72464,108238,62443,148328,38,1700,3137.0,1430.0,2.6,82182,29566,13593,21575,8565,2131,2183,10087,3529,764,6212,4556,12088,6879,2111,3831,82,5874,14690,10094,8048,6857,3283,3218,4092,57115,8983,82041,4272,11734,2571,57951,11553,Cowan,WA,237,30750,52186,82936
CED505,83620,89421,173040,34184,46521,35752,26354,635,654,1290,108861,57136,136913,28698,146376,39,2500,4832.0,1733.0,2.4,107391,14896,13118,44142,24498,4583,1777,9587,3431,1114,12327,5274,17508,9969,3142,1953,76,13090,34052,5562,5667,6802,3062,1234,2340,72787,4324,73690,2837,1768,1046,78377,10377,Curtin,WA,238,44732,41565,86297
CED506,104921,96523,201445,40094,56579,42901,17635,15315,15381,30699,140928,33351,151157,21894,159984,37,1678,4021.0,1001.0,2.5,64702,38773,11401,14409,5502,1341,630,15165,3842,2485,6225,6088,9097,5648,1255,3376,70,7861,12282,13231,6782,5960,2354,4607,4486,58672,1939,76552,1058,1782,1502,85797,32719,Durack,WA,312,22741,57137,79878
CED507,77818,80181,157999,23893,42176,39468,22090,2160,2176,4339,117275,31246,136986,11256,137368,42,1700,3289.0,1408.0,2.5,58263,34299,11301,15074,5355,1419,768,10088,3635,1943,5980,5361,7980,5408,1414,3350,75,5882,11248,10710,6336,4815,2683,3135,4165,49708,1336,63257,625,930,765,78176,12839,Forrest,WA,239,26903,60515,87418
CED508,81582,85202,166782,34762,47825,34038,18472,1474,1510,2990,105368,53933,127670,31209,142403,38,1972,4047.0,1603.0,2.5,83619,27643,13286,26603,12704,2895,1734,12027,3498,1303,8559,5774,12065,7964,2965,3223,68,8703,22082,10565,7132,6929,2838,2375,2991,64532,2636,71457,2276,2053,1171,76425,10554,Fremantle,WA,240,39604,43607,83211
CED509,87342,87397,174739,33942,48692,34400,18762,3127,2646,5770,113433,53729,135282,29311,148558,37,1950,3757.0,1499.0,2.7,75515,33551,14049,18845,7994,2013,1693,12435,3047,1192,6373,5334,11096,6946,1988,3712,77,7299,14276,11200,8013,7087,3035,3591,3084,58502,2487,72403,4352,3875,3306,75115,13056,Hasluck,WA,305,29410,55555,84965
CED510,81170,82942,164113,25340,45195,41120,19345,688,642,1326,99039,60312,141710,17418,145661,42,2158,4000.0,1733.0,2.7,83982,28136,15010,26364,11387,2439,1848,11360,4541,984,7793,6521,13364,6763,2157,2772,50,9803,20994,9976,6702,7430,2932,1725,2295,62677,1659,77679,1409,1402,764,73209,7776,Moore,WA,242,33203,53327,86530
CED511,90288,85785,176071,28948,44675,46100,24880,5109,4913,10018,127509,30751,145037,13141,145935,42,1400,3345.0,1083.0,2.4,58986,33821,10305,13399,4723,1355,548,10977,2738,3671,5393,5366,7076,4824,1119,2899,73,7972,9808,9775,5670,4565,2115,3838,4045,48544,1291,68003,689,1086,980,82359,21588,O'Connor,WA,243,20899,65065,85964
CED512,87063,90442,177513,36059,51318,29724,14756,1503,1565,3070,97994,72404,138285,31434,149505,35,1950,3718.0,1603.0,2.8,78830,34775,14611,18149,6642,1537,2028,11512,4616,896,7077,5075,11790,7296,1792,4206,84,6986,14127,12078,8746,7418,3351,3185,3698,60559,2957,75342,4804,3933,1707,78375,10255,Pearce,WA,244,26301,57631,83932
CED513,90157,91775,181928,49630,52692,34394,20819,1096,1142,2232,103698,68349,126392,45189,144343,37,1989,4407.0,1560.0,2.2,107154,22938,15427,40037,20020,4119,3225,11870,3743,1114,9491,5461,18489,10978,4988,3748,75,11442,32012,9126,8125,8562,3676,2313,3671,79939,6344,69586,4690,4226,1664,79715,13166,Perth,WA,245,45392,38107,83499
CED514,95172,94696,189872,51088,50799,35510,20854,2048,2088,4141,105200,73912,124871,53251,145021,36,1850,3887.0,1517.0,2.4,101587,27141,15264,33371,16530,3576,3214,13411,3244,1133,8683,4745,16947,8495,2903,4192,93,8957,24166,10600,8575,8226,3692,3799,4330,73548,6851,72008,6690,10758,3560,75212,14624,Swan,WA,247,34313,45391,79704
CED515,89890,94068,183959,31162,50389,41419,25478,1070,901,1971,101178,77326,121643,55133,151923,40,2100,3657.0,1733.0,2.7,101709,22289,14899,36577,18201,3468,2846,12655,2731,981,9343,5664,16430,7110,2333,2648,51,9958,26532,8181,6543,8028,3340,2232,2713,68438,8150,80920,7183,6169,2983,68584,9833,Tangney,WA,248,36681,51319,88000
CED601,53949,56024,109977,21520,26361,27315,17510,2090,2269,4356,87158,16698,94958,9380,96439,41,1300,2925.0,1170.0,2.3,39600,20342,7062,12144,6245,788,930,4913,2261,1164,4734,3129,6378,4115,1063,2199,36,4291,9191,5131,4949,3328,1753,1605,2390,33142,1194,42654,2057,1204,1021,54126,7639,Bass,TAS,192,22570,35278,57848
CED602,53421,56132,109556,18294,25719,30170,19050,4528,4832,9361,91208,11307,99113,4341,99003,45,1200,2760.0,1040.0,2.3,30297,23426,6706,8210,3484,488,518,5492,2209,1232,3491,2838,5242,4111,546,2182,23,3916,6483,5428,4763,2931,1525,1746,2659,29935,705,42779,719,473,530,55814,8482,Braddon,TAS,193,18113,47473,65586
CED603,54689,57059,111750,28569,27477,24054,15305,1807,1909,3721,78772,28046,85174,21543,89663,37,1517,3380.0,1538.0,2.4,58583,14809,7288,20006,14857,2178,2204,3929,1987,868,5492,3040,10258,6271,2075,2083,53,5396,14574,5085,5964,4380,2227,1235,2560,42085,2067,37665,4973,2276,1569,56296,6779,Clark,TAS,319,31867,22065,53932
CED604,54604,57234,111833,20221,28098,27967,17428,3017,2918,5934,88529,18368,97140,9535,98606,41,1517,3358.0,1517.0,2.5,48690,19317,8467,15466,9226,1611,1384,4690,2744,1131,4509,3392,8085,5346,1395,2118,41,5562,11705,5771,4991,4420,1722,992,2082,37845,1040,43324,1494,668,769,57273,7194,Franklin,TAS,195,31522,29885,61407
CED605,56331,56733,113067,18726,27093,32510,16927,3225,3441,6660,94156,11092,102497,3808,102452,44,1300,2825.0,1170.0,2.4,34056,23506,7104,8422,3644,628,546,4994,2633,1797,3293,2395,5542,4042,741,2302,28,4601,5865,5854,4622,3577,1506,1578,2470,30640,583,47197,479,327,511,54799,9121,Lyons,TAS,196,20372,42060,62432
CED701,61863,59140,121004,29982,33588,19728,4977,24415,24324,48745,93143,17240,61412,46293,100268,32,2000,3146.0,823.0,3.0,36903,18141,5913,8870,4755,680,590,5649,1823,1370,4190,3212,5507,4643,731,1856,47,4662,8291,5329,5452,3750,1142,1246,1920,32483,1521,52270,1415,1438,4187,43445,16641,Lingiari,NT,306,19870,24262,44132
CED702,55064,55222,110288,28329,31664,18643,6550,5229,5868,11095,67397,33785,70784,29619,84460,34,2000,4810.0,1647.0,2.6,51720,17152,7804,15855,9746,1237,1682,6573,1818,902,5934,3545,10111,6082,1145,2286,56,5996,13082,6192,6299,5425,2015,1448,2093,43288,3604,41247,4815,2665,1381,45307,11186,Solomon,NT,307,17398,31613,49011
CED801,75080,77528,152610,31139,41607,32246,17911,1944,1858,3800,109931,37692,116516,30360,136407,38,2054,5126.0,1863.0,2.6,85738,20300,13023,26621,17681,2745,5004,6103,3075,1016,6702,4311,12988,10786,2566,2446,36,11412,21076,6556,5783,8832,1991,1183,1806,59850,3344,65794,5361,3936,1722,64152,8104,Bean,ACT,318,49487,38243,87730
CED802,71449,74059,145507,42014,37233,26248,17106,1020,1035,2050,96554,41656,105717,32031,122022,35,2167,5586.0,2058.0,2.3,99115,10486,8749,35249,30739,4561,4714,4525,2094,1225,5643,3713,13142,18398,3669,1545,54,14966,28718,3884,4888,7284,1989,681,1766,65549,4266,47855,4722,3051,1094,73716,10221,Canberra,ACT,101,53971,21910,75881
CED803,78697,79572,158267,38953,47208,23268,11276,1652,1618,3267,101597,51771,102568,49988,133117,34,2006,4962.0,1950.0,2.7,91325,18583,12790,28239,21236,3173,7176,6044,3007,1063,5441,4690,15992,11388,2715,2959,46,11594,22556,7123,7431,9536,2815,1415,2285,66105,5080,60571,10420,7620,3262,63448,7761,Fenner,ACT,102,46771,34265,81036
